FID,APA Tier Type,GLHER Primary Ref,GLHER Resource ID,area_type,Description,Shape__Area,Shape__Length
618,Archaeological Priority Area - Tier II,209821,2ffb5226-cf25-445a-bafb-5de99cb754f0, ," p  strong Summary and Definition /strong  /p 

 p This APA covers the historic core of Chessington village. It has early Medieval origins. This small network of streets lies on what was the Medieval and Post-Medieval village of Chessington. The APA is c",162021.741355896,1838.81582297269
619,Archaeological Priority Area - Tier I,76554,355fa518-8248-4c57-913d-5011ff7b9a82, ,"Summary and Definition  The APA covers the scheduled site of a Second World War anti-aircraft gun battery and a large part of Beckton District Park.  It is classified as Tier 1 because it incorporates the immediate setting of a scheduled monument, an are",62208.7466430664,1305.26117017234
620,Archaeological Priority Area,77929,c752a176-6d9f-4563-b070-feb7b9cdeecc, ,The place name refers to an Anglo-Saxon ‘southern farmstead’ and was held by Chertsea Abbey from the 7th or 8th Century. St. Nicholas Church was probably founded in the early medieval period. In 1537 the estate passed from Chertsea Abbey to Nicholas,504006.644882202,3614.92233645095
621,Archaeological Priority Area - Tier I,76350,1dc441a2-af82-431c-968c-a7951d868544, ,"6.1	There are a number of medieval manors in the Crayford area, including the 14th century Crayford Manor House to the northwest of St Paulinus’. Better known is Hall Place, which is first mentioned in the 13th century but the manor was established ear",319081.310623169,2812.55918632365
622,Archaeological Priority Area - Tier II,78308,ee654d63-c7a7-4627-b977-328a0d6ef25f, ," p Summary nbsp;and nbsp;definition: The nbsp;Archaeological nbsp;Priority nbsp;Area nbsp;covers nbsp;several nbsp;fields nbsp;surrounding nbsp;the nbsp;village nbsp;of nbsp;Nash, which nbsp;have nbsp;yielded nbsp;a nbsp;high nbsp;concentration nbsp;of n",449753.160545349,3998.31505916245
623,Archaeological Priority Area - Tier II,76266,1472fb70-3968-4905-8920-4cfc158ef62a, ,Summary and Definition    This Archaeological Priority Area comprises of the moated site of Chingford Hall and its associated buildings. The APA is located to the east of the River Lea and south of Lower Hall Lane. Its boundaries follow those of the orig,20214.7453918457,623.722573734073
624,Archaeological Priority Area,76765,4c33a201-f484-4621-92ef-77052f25dfe6, , ,32373.7130737305,732.710924893969
625,Archaeological Priority Area - Tier II,209824,3e64b281-f116-4b5f-89dc-435a741762cb, ," p  strong Summary and Definition /strong  /p 

 p This APA covers the Grapsome. The APA is on western boundary of the Borough, between Kingston upon Thames and Surrey. It is classified as Tier 2 because the land contains sites of known archaeological in",970.196968078613,147.459394611985
626,Archaeological Priority Area,77493,9824f82f-1963-4e8e-8393-e3cdb2ea9a3c, ,"Archaeological priority area surrounding post medieval house and park, and possible barrow site.",215679.26335144,1934.59992729668
627,Archaeological Priority Area - Tier I,77567,a0f862a5-729b-4cec-b49b-a1bbd401678f, ,Summary and Definition  	The Kensington Palace APA covers the whole area of Kensington Gardens that falls within the Royal Borough.  Kensington Gardens is a Grade I Registered Park and Garden and is managed by The Royal Parks.  Kensington Palace is a Sch,273282.651512146,2470.52532372835
628,Archaeological Priority Area - Tier I,77669,ad0c42fe-2264-49e4-ad92-6c3938fb4023, ,Summary and Definition    The  Archaeological  Priority  Area  covers  4  churches  and  their  associated  burial  grounds. The APA is classed at Tier 1 as it covers burial grounds of medieval or earlier  origin. The bur,15275.1906433105,605.136790756377
629,Archaeological Priority Area - Tier III,76482,2e4a2d19-4c1a-4b58-a11b-a291b9e29fa4, ,Summary and definition  The Archaeological Priority Area covers a large expanse of green space in the centre  of the London Borough of Bromley. The area has been subject to little post-medieval  and modern development and,1126603.29572296,6260.11574104329
630,Archaeological Priority Area,78041,d24ea00d-cf77-471b-a1a8-3fbf99be352e, ,The name is possibly derived form the Anglo-Saxon ‘Cippas’ settlement’ was a sub-manor of Lewisham and adjoined the former Great North Wood.  Evidence of early tenements can be anticipated.,471746.634307861,3991.10370596396
631,Archaeological Priority Area,76815,5228ae59-5765-4f1d-859c-94e3968ba0b4, ,The modern cemetery coincides with a Roman cemetery. Cremation burials have been discovered during excavation for recent internments.,201265.147262573,2015.20980497352
632,Archaeological Priority Area - Tier II,77060,6b1367e0-60fd-4660-bfc6-782349399618, ,Summary and Definition  The Archaeological Priority Area covers Little Heath and an area of adjacent land immediately north of the A12 Eastern Avenue. The APA is classified as Tier 2 because it covers the site of Hainault Hall. Hainault Hall was a manor,64791.3668518066,1136.71320987998
633,Archaeological Priority Area - Tier II,78014,cf7767e6-5969-4663-9628-f483aa383f13, ,Summary and definition  The Archaeological Priority Area covers the historic core of Bromley as shown on the  1st edition Ordnance Survey map. The APA contains 17 listed buildings including the  Grade I listed Bromley Col,357123.82611084,4598.13001534025
634,Archaeological Priority Area,76095,0199e0f8-6998-40e9-ac97-3ee12e4c252d, ,Despite the widespread impact of recent development some sections of Mere Bank survive as an earthwork defining the historic division between Sutton and Croydon and is still the local administrative boundary. It has been suggested that this is the line o,166202.037528992,2911.71460208228
635,Archaeological Priority Area,76095,0199e0f8-6998-40e9-ac97-3ee12e4c252d, ,Despite the widespread impact of recent development some sections of Mere Bank survive as an earthwork defining the historic division between Sutton and Croydon and is still the local administrative boundary. It has been suggested that this is the line o,206444.598106384,4319.86731538404
636,Archaeological Priority Area,76095,0199e0f8-6998-40e9-ac97-3ee12e4c252d, ,Despite the widespread impact of recent development some sections of Mere Bank survive as an earthwork defining the historic division between Sutton and Croydon and is still the local administrative boundary. It has been suggested that this is the line o,221607.071228027,4467.61410807399
637,Archaeological Priority Area,77600,a4de482a-ad0b-4efd-8024-337dfba3ec7e, ,Medieval - Early Post Medieval moated site.,9312.96942138672,365.763938555912
638,Archaeological Priority Area - Tier I,77329,86a37cf3-9428-4899-8baf-e5cde468fdcc, ,Summary and Definition   The Archaeological Priority Area covers an area of South Woodford to the west of the junction of the M11 Motorway and the A406 North Circular Road.  The APA covers a Palaeolithic tool production site that was excavated in 1975 du,83656.336730957,1221.0324477065
639,Archaeological Priority Area - Tier II,77967,caa9e092-8b6f-47be-99bf-aec3f1139e57, ,Tower Hamlets APA 2.8: Mile End Road  Summary and Definition  	The APA covers the extent of linear settlement along Mile End Road between its junctions with Cambridge Heath Road and Burdett Road.  It is a Tier 2 APA for its potential to contain remains o,225001.662399292,4653.09159334754
640,Archaeological Priority Area - Tier II,77285,81ce672b-cad3-47d1-89a0-82a256e610c3, ,"City of Westminster APA 2.6: Marylebone  Summary and Definition  	The Archaeological Priority Area covers the historic settlement of Marylebone which was focused on the area along Marylebone High Street and the former site of Marylebone Gardens, a 17th-1",146624.312469482,2190.46198217227
641,Archaeological Priority Area - Tier II,76618,3b123369-73a8-457e-b8f2-e31354c8200e, ,Summary and Definition  The Archaeological Priority Area of St John’s Street medieval settlement lies between St John’s Priory (APA 1.2) and Charterhouse (APA 1.3) and along Cowcross Street to the south of St John’s Priory. The settlement can be tr,31154.9892349243,1115.28038929319
642,Archaeological Priority Area - Tier II,209737,e8ec7962-9025-43b1-9581-874a296bc25c, ," p  strong Summary and Definition  /strong  /p 

 p The Kew Green APA covers an historic settlement developed around an open space known as Kew Green. The area is classified as Tier 2 as it is a post-medieval settlement of particular interest because of",307346.087730408,2807.17689180814
643,Archaeological Priority Area - Tier II,76368,1ffcb0bf-d8c8-4279-a51d-0dd16aa399ca, ,"16.1	This Archaeological Priority Area is based upon two post-medieval estates, Mount Mascal and Vale Mascal, both situated to the north of North Cray Village. Mount Mascal is on the eastern side of the Cray Valley, at c.40mOD, while Vale Mascal is at th",172525.150192261,3053.3568516213
644,Archaeological Priority Area - Tier II,209754,222050a7-655a-4681-980d-78b26412f536, ," p Summary and Definition /p 

 p The Ham House and Grounds APA covers the Grade II* listed gardens, pleasure grounds and 17th Century mansion house located on the southern banks of the river Thames. It is a Tier II APA because it covers a country house",149044.201629639,1565.16869045023
645,Archaeological Priority Area - Tier III,77358,89e79334-21c8-4a6b-bb19-1620e1349509, ,Summary and definition  The Archaeological Priority Area covers a large expanse of green space in the centre  of the London Borough of Bromley. The area has been subject to little post-medieval  and modern development and,834614.401565552,5536.31803581183
646,Archaeological Priority Area - Tier II,77863,c102cfea-7f77-4a6d-a59e-41708aa6b081, ,Summary and Definition  	The APA covers an area to the north of Deepfield Way where Roman burials and Iron Age ditches were discovered in the late 1960s.  The APA is classed as Tier 2 because the features uncovered in the 1960s represent heritage assets,19511.2111129761,652.314621349325
647,Archaeological Priority Area - Tier I,77082,6cb86c47-ccb9-4f98-afce-5dc1fbe4c432, ,"City of Westminster APA 1.1: Westminster and Whitehall  Summary and Definition  	The APA includes the Houses of Parliament, Westminster Abbey, St Margaret’s Church, 10 Downing Street, the Banqueting House and all the other buildings on either side of W",727417.513389587,3828.08910267195
648,Archaeological Priority Area - Tier II,77663,ac2f8d84-cb23-40cf-87cc-aac7d75efce3, ,Summary and Definition  	This APA covers six post medieval cemeteries which are not otherwise covered by an Archaeological Priority Area.  All the cemeteries were founded in the 19h century and reflect the multi cultural character of Newham since two of,66689.2595901489,1265.5303860153
649,Archaeological Priority Area - Tier II,77663,ac2f8d84-cb23-40cf-87cc-aac7d75efce3, ,Summary and Definition  	This APA covers six post medieval cemeteries which are not otherwise covered by an Archaeological Priority Area.  All the cemeteries were founded in the 19h century and reflect the multi cultural character of Newham since two of,121850.37387085,1574.45981803939
650,Archaeological Priority Area - Tier II,77663,ac2f8d84-cb23-40cf-87cc-aac7d75efce3, ,Summary and Definition  	This APA covers six post medieval cemeteries which are not otherwise covered by an Archaeological Priority Area.  All the cemeteries were founded in the 19h century and reflect the multi cultural character of Newham since two of,52551.5416793823,1115.09576126853
651,Archaeological Priority Area - Tier II,77663,ac2f8d84-cb23-40cf-87cc-aac7d75efce3, ,Summary and Definition  	This APA covers six post medieval cemeteries which are not otherwise covered by an Archaeological Priority Area.  All the cemeteries were founded in the 19h century and reflect the multi cultural character of Newham since two of,174241.442062378,1782.5477443795
